CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031102943943001EY0F;03/05/2025;7;0,237;0;;R
ES0031102943943001EY0F;03/05/2025;8;0,196;0;;R
ES0031102943943001EY0F;03/05/2025;9;0,041;0;;R
ES0031102943943001EY0F;03/05/2025;10;0;0,322;;R
ES0031102943943001EY0F;03/05/2025;11;0;1,172;;R
ES0031102943943001EY0F;03/05/2025;12;0;1,895;;R
ES0031102943943001EY0F;03/05/2025;13;0;1,767;;R
ES0031102943943001EY0F;03/05/2025;14;0;1,932;;R
ES0031102943943001EY0F;03/05/2025;15;0;2,373;;R
ES0031102943943001EY0F;03/05/2025;16;0;2,246;;R
ES0031102943943001EY0F;03/05/2025;17;0;1,952;;R
ES0031102943943001EY0F;03/05/2025;18;0;1,357;;R
ES0031102943943001EY0F;03/05/2025;19;0;0,722;;R
ES0031102943943001EY0F;03/05/2025;20;0,038;0;;R
ES0031102943943001EY0F;03/05/2025;21;0,572;0;;R
ES0031102943943001EY0F;03/05/2025;22;0,682;0;;R
ES0031102943943001EY0F;03/05/2025;23;0,546;0;;R
ES0031102943943001EY0F;03/05/2025;24;0,379;0;;R
ES0031102943943001EY0F;04/05/2025;1;0,276;0;;R
ES0031102943943001EY0F;04/05/2025;2;0,291;0;;R
ES0031102943943001EY0F;04/05/2025;3;0,249;0;;R
ES0031102943943001EY0F;04/05/2025;4;0,227;0;;R
ES0031102943943001EY0F;04/05/2025;5;0,23;0;;R
ES0031102943943001EY0F;04/05/2025;6;0,239;0;;R
ES0031102943943001EY0F;04/05/2025;7;0,218;0;;R
ES0031102943943001EY0F;04/05/2025;8;0,21;0;;R
ES0031102943943001EY0F;04/05/2025;9;0,143;0;;R
ES0031102943943001EY0F;04/05/2025;10;0;0,653;;R
ES0031102943943001EY0F;04/05/2025;11;0;0,908;;R
ES0031102943943001EY0F;04/05/2025;12;0;1,626;;R
ES0031102943943001EY0F;04/05/2025;13;0;1,769;;R
ES0031102943943001EY0F;04/05/2025;14;0;0,881;;R
ES0031102943943001EY0F;04/05/2025;15;0;1,092;;R
ES0031102943943001EY0F;04/05/2025;16;0;2,072;;R
ES0031102943943001EY0F;04/05/2025;17;0;1,375;;R
ES0031102943943001EY0F;04/05/2025;18;0;1,439;;R
ES0031102943943001EY0F;04/05/2025;19;0;0,447;;R
ES0031102943943001EY0F;04/05/2025;20;0;0,128;;R
ES0031102943943001EY0F;04/05/2025;21;0,313;0;;R
ES0031102943943001EY0F;04/05/2025;22;0,519;0;;R
ES0031102943943001EY0F;04/05/2025;23;0,444;0;;R
ES0031102943943001EY0F;04/05/2025;24;0,494;0;;R
ES0031102943943001EY0F;05/05/2025;1;0,431;0;;R
ES0031102943943001EY0F;05/05/2025;2;0,222;0;;R
ES0031102943943001EY0F;05/05/2025;3;0,24;0;;R
ES0031102943943001EY0F;05/05/2025;4;0,224;0;;R
ES0031102943943001EY0F;05/05/2025;5;0,227;0;;R
ES0031102943943001EY0F;05/05/2025;6;0,234;0;;R
ES0031102943943001EY0F;05/05/2025;7;0,222;0;;R
ES0031102943943001EY0F;05/05/2025;8;0,211;0;;R
ES0031102943943001EY0F;05/05/2025;9;0,168;0;;R
ES0031102943943001EY0F;05/05/2025;10;0,343;0;;R
ES0031102943943001EY0F;05/05/2025;11;0;0,708;;R
ES0031102943943001EY0F;05/05/2025;12;0;1,458;;R
ES0031102943943001EY0F;05/05/2025;13;0;0,885;;R
ES0031102943943001EY0F;05/05/2025;14;0;0,608;;R
ES0031102943943001EY0F;05/05/2025;15;0;0,436;;R
ES0031102943943001EY0F;05/05/2025;16;0;0,765;;R
ES0031102943943001EY0F;05/05/2025;17;0;1,308;;R
ES0031102943943001EY0F;05/05/2025;18;0;0,988;;R
ES0031102943943001EY0F;05/05/2025;19;0;0,394;;R
ES0031102943943001EY0F;05/05/2025;20;0,154;0;;R
ES0031102943943001EY0F;05/05/2025;21;0,288;0;;R
ES0031102943943001EY0F;05/05/2025;22;0,164;0;;R
ES0031102943943001EY0F;05/05/2025;23;0,623;0;;R
ES0031102943943001EY0F;05/05/2025;24;0,244;0;;R
ES0031102943943001EY0F;06/05/2025;1;0,206;0;;R
ES0031102943943001EY0F;06/05/2025;2;0,159;0;;R
ES0031102943943001EY0F;06/05/2025;3;0,158;0;;R
ES0031102943943001EY0F;06/05/2025;4;0,137;0;;R
ES0031102943943001EY0F;06/05/2025;5;0,153;0;;R
ES0031102943943001EY0F;06/05/2025;6;0,14;0;;R
ES0031102943943001EY0F;06/05/2025;7;0,146;0;;R
ES0031102943943001EY0F;06/05/2025;8;0,132;0;;R
ES0031102943943001EY0F;06/05/2025;9;0;0,038;;R
ES0031102943943001EY0F;06/05/2025;10;0;0,204;;R
ES0031102943943001EY0F;06/05/2025;11;0;0,483;;R
ES0031102943943001EY0F;06/05/2025;12;0;1,318;;R
ES0031102943943001EY0F;06/05/2025;13;0;1,769;;R
ES0031102943943001EY0F;06/05/2025;14;0;2,129;;R
ES0031102943943001EY0F;06/05/2025;15;0;1,249;;R
ES0031102943943001EY0F;06/05/2025;16;0;2,272;;R
ES0031102943943001EY0F;06/05/2025;17;0;1,939;;R
ES0031102943943001EY0F;06/05/2025;18;0;1,491;;R
ES0031102943943001EY0F;06/05/2025;19;0;0,248;;R
ES0031102943943001EY0F;06/05/2025;20;0,174;0;;R
ES0031102943943001EY0F;06/05/2025;21;0,66;0;;R
ES0031102943943001EY0F;06/05/2025;22;0,366;0;;R
ES0031102943943001EY0F;06/05/2025;23;0,592;0;;R
ES0031102943943001EY0F;06/05/2025;24;0,352;0;;R
ES0031102943943001EY0F;07/05/2025;1;0,294;0;;R
ES0031102943943001EY0F;07/05/2025;2;0,777;0;;R
ES0031102943943001EY0F;07/05/2025;3;0,638;0;;R
ES0031102943943001EY0F;07/05/2025;4;0,29;0;;R
ES0031102943943001EY0F;07/05/2025;5;0,193;0;;R
ES0031102943943001EY0F;07/05/2025;6;0,19;0;;R
ES0031102943943001EY0F;07/05/2025;7;0,286;0;;R
ES0031102943943001EY0F;07/05/2025;8;0,183;0;;R
ES0031102943943001EY0F;07/05/2025;9;0,192;0;;R
ES0031102943943001EY0F;07/05/2025;10;0,231;0;;R
ES0031102943943001EY0F;07/05/2025;11;0;0,44;;R
ES0031102943943001EY0F;07/05/2025;12;0;1,072;;R
ES0031102943943001EY0F;07/05/2025;13;0;1,559;;R
ES0031102943943001EY0F;07/05/2025;14;0;2,039;;R
ES0031102943943001EY0F;07/05/2025;15;0;1,29;;R
ES0031102943943001EY0F;07/05/2025;16;0;1,731;;R
ES0031102943943001EY0F;07/05/2025;17;0;1,048;;R
ES0031102943943001EY0F;07/05/2025;18;0;1,244;;R
ES0031102943943001EY0F;07/05/2025;19;0;0,491;;R
ES0031102943943001EY0F;07/05/2025;20;0;0,106;;R
ES0031102943943001EY0F;07/05/2025;21;0,597;0;;R
ES0031102943943001EY0F;07/05/2025;22;0,44;0;;R
ES0031102943943001EY0F;07/05/2025;23;0,69;0;;R
ES0031102943943001EY0F;07/05/2025;24;0,277;0;;R
ES0031102943943001EY0F;08/05/2025;1;0,252;0;;R
ES0031102943943001EY0F;08/05/2025;2;0,511;0;;R
ES0031102943943001EY0F;08/05/2025;3;0,461;0;;R
ES0031102943943001EY0F;08/05/2025;4;0,574;0;;R
ES0031102943943001EY0F;08/05/2025;5;0,172;0;;R
ES0031102943943001EY0F;08/05/2025;6;0,181;0;;R
ES0031102943943001EY0F;08/05/2025;7;0,16;0;;R
ES0031102943943001EY0F;08/05/2025;8;0,174;0;;R
ES0031102943943001EY0F;08/05/2025;9;0,078;0;;R
ES0031102943943001EY0F;08/05/2025;10;0;0,221;;R
ES0031102943943001EY0F;08/05/2025;11;0;0,871;;R
ES0031102943943001EY0F;08/05/2025;12;0;1,725;;R
ES0031102943943001EY0F;08/05/2025;13;0;1,903;;R
ES0031102943943001EY0F;08/05/2025;14;0;1,861;;R
ES0031102943943001EY0F;08/05/2025;15;0;0,353;;R
ES0031102943943001EY0F;08/05/2025;16;0;0,549;;R
ES0031102943943001EY0F;08/05/2025;17;0;0,151;;R
ES0031102943943001EY0F;08/05/2025;18;0;0,443;;R
ES0031102943943001EY0F;08/05/2025;19;0;0,226;;R
ES0031102943943001EY0F;08/05/2025;20;0,105;0;;R
ES0031102943943001EY0F;08/05/2025;21;0,321;0;;R
ES0031102943943001EY0F;08/05/2025;22;0,371;0;;R
ES0031102943943001EY0F;08/05/2025;23;0,667;0;;R
ES0031102943943001EY0F;08/05/2025;24;0,309;0;;R
ES0031102943943001EY0F;09/05/2025;1;0,278;0;;R
ES0031102943943001EY0F;09/05/2025;2;0,907;0;;R
ES0031102943943001EY0F;09/05/2025;3;0,639;0;;R
ES0031102943943001EY0F;09/05/2025;4;0,21;0;;R
ES0031102943943001EY0F;09/05/2025;5;0,203;0;;R
ES0031102943943001EY0F;09/05/2025;6;0,212;0;;R
ES0031102943943001EY0F;09/05/2025;7;0,193;0;;R
ES0031102943943001EY0F;09/05/2025;8;0,183;0;;R
ES0031102943943001EY0F;09/05/2025;9;0,073;0;;R
ES0031102943943001EY0F;09/05/2025;10;0,348;0;;R
ES0031102943943001EY0F;09/05/2025;11;0;0,796;;R
ES0031102943943001EY0F;09/05/2025;12;0;1,378;;R
ES0031102943943001EY0F;09/05/2025;13;0;1,403;;R
ES0031102943943001EY0F;09/05/2025;14;0;2,044;;R
ES0031102943943001EY0F;09/05/2025;15;0;2,232;;R
ES0031102943943001EY0F;09/05/2025;16;0;2,155;;R
ES0031102943943001EY0F;09/05/2025;17;0;1,878;;R
ES0031102943943001EY0F;09/05/2025;18;0;1,323;;R
ES0031102943943001EY0F;09/05/2025;19;0;0,617;;R
ES0031102943943001EY0F;09/05/2025;20;0,144;0;;R
ES0031102943943001EY0F;09/05/2025;21;0,823;0;;R
ES0031102943943001EY0F;09/05/2025;22;0,359;0;;R
ES0031102943943001EY0F;09/05/2025;23;0,402;0;;R
ES0031102943943001EY0F;09/05/2025;24;0,3;0;;R
ES0031102943943001EY0F;10/05/2025;1;0,252;0;;R
ES0031102943943001EY0F;10/05/2025;2;0,218;0;;R
ES0031102943943001EY0F;10/05/2025;3;0,222;0;;R
ES0031102943943001EY0F;10/05/2025;4;0,224;0;;R
ES0031102943943001EY0F;10/05/2025;5;0,221;0;;R
ES0031102943943001EY0F;10/05/2025;6;0,218;0;;R
ES0031102943943001EY0F;10/05/2025;7;0,219;0;;R
ES0031102943943001EY0F;10/05/2025;8;0,174;0;;R
ES0031102943943001EY0F;10/05/2025;9;0,187;0;;R
ES0031102943943001EY0F;10/05/2025;10;0;0,283;;R
ES0031102943943001EY0F;10/05/2025;11;0;0,839;;R
ES0031102943943001EY0F;10/05/2025;12;0;1,559;;R
ES0031102943943001EY0F;10/05/2025;13;0;2,249;;R
ES0031102943943001EY0F;10/05/2025;14;0;2,48;;R
ES0031102943943001EY0F;10/05/2025;15;0;2,498;;R
ES0031102943943001EY0F;10/05/2025;16;0;2,279;;R
ES0031102943943001EY0F;10/05/2025;17;0;2,009;;R
ES0031102943943001EY0F;10/05/2025;18;0;1,122;;R
ES0031102943943001EY0F;10/05/2025;19;0,198;0;;R
ES0031102943943001EY0F;10/05/2025;20;0,139;0;;R
ES0031102943943001EY0F;10/05/2025;21;0,29;0;;R
ES0031102943943001EY0F;10/05/2025;22;0,955;0;;R
ES0031102943943001EY0F;10/05/2025;23;0,338;0;;R
ES0031102943943001EY0F;10/05/2025;24;0,327;0;;R
ES0031102943943001EY0F;11/05/2025;1;0,283;0;;R
ES0031102943943001EY0F;11/05/2025;2;0,236;0;;R
ES0031102943943001EY0F;11/05/2025;3;0,223;0;;R
ES0031102943943001EY0F;11/05/2025;4;0,214;0;;R
ES0031102943943001EY0F;11/05/2025;5;0,225;0;;R
ES0031102943943001EY0F;11/05/2025;6;0,206;0;;R
ES0031102943943001EY0F;11/05/2025;7;0,228;0;;R
ES0031102943943001EY0F;11/05/2025;8;0,18;0;;R
ES0031102943943001EY0F;11/05/2025;9;0,28;0;;R
ES0031102943943001EY0F;11/05/2025;10;0;0,088;;R
ES0031102943943001EY0F;11/05/2025;11;0;0,864;;R
ES0031102943943001EY0F;11/05/2025;12;0;1,032;;R
ES0031102943943001EY0F;11/05/2025;13;0;1,716;;R
ES0031102943943001EY0F;11/05/2025;14;0;1,116;;R
ES0031102943943001EY0F;11/05/2025;15;0;0,902;;R
ES0031102943943001EY0F;11/05/2025;16;0;1,68;;R
ES0031102943943001EY0F;11/05/2025;17;0;0,925;;R
ES0031102943943001EY0F;11/05/2025;18;0;0,514;;R
ES0031102943943001EY0F;11/05/2025;19;0;0,117;;R
ES0031102943943001EY0F;11/05/2025;20;0,05;0;;R
ES0031102943943001EY0F;11/05/2025;21;0,247;0;;R
ES0031102943943001EY0F;11/05/2025;22;0,363;0;;R
ES0031102943943001EY0F;11/05/2025;23;0,333;0;;R
ES0031102943943001EY0F;11/05/2025;24;0,305;0;;R
ES0031102943943001EY0F;12/05/2025;1;0,244;0;;R
ES0031102943943001EY0F;12/05/2025;2;0,229;0;;R
ES0031102943943001EY0F;12/05/2025;3;0,234;0;;R
ES0031102943943001EY0F;12/05/2025;4;0,222;0;;R
ES0031102943943001EY0F;12/05/2025;5;0,225;0;;R
ES0031102943943001EY0F;12/05/2025;6;0,225;0;;R
ES0031102943943001EY0F;12/05/2025;7;0,218;0;;R
ES0031102943943001EY0F;12/05/2025;8;0,208;0;;R
ES0031102943943001EY0F;12/05/2025;9;0,002;0;;R
ES0031102943943001EY0F;12/05/2025;10;0;0,428;;R
ES0031102943943001EY0F;12/05/2025;11;0;1,046;;R
ES0031102943943001EY0F;12/05/2025;12;0;1,464;;R
ES0031102943943001EY0F;12/05/2025;13;0;1,629;;R
ES0031102943943001EY0F;12/05/2025;14;0;2,344;;R
ES0031102943943001EY0F;12/05/2025;15;0;1,495;;R
ES0031102943943001EY0F;12/05/2025;16;0;2,178;;R
ES0031102943943001EY0F;12/05/2025;17;0;1,928;;R
ES0031102943943001EY0F;12/05/2025;18;0;1,414;;R
ES0031102943943001EY0F;12/05/2025;19;0;0,645;;R
ES0031102943943001EY0F;12/05/2025;20;0;0,071;;R
ES0031102943943001EY0F;12/05/2025;21;0,146;0;;R
ES0031102943943001EY0F;12/05/2025;22;0,293;0;;R
ES0031102943943001EY0F;12/05/2025;23;0,302;0;;R
ES0031102943943001EY0F;12/05/2025;24;0,288;0;;R
ES0031102943943001EY0F;13/05/2025;1;0,257;0;;R
ES0031102943943001EY0F;13/05/2025;2;0,202;0;;R
ES0031102943943001EY0F;13/05/2025;3;0,225;0;;R
ES0031102943943001EY0F;13/05/2025;4;0,208;0;;R
ES0031102943943001EY0F;13/05/2025;5;0,212;0;;R
ES0031102943943001EY0F;13/05/2025;6;0,197;0;;R
ES0031102943943001EY0F;13/05/2025;7;0,206;0;;R
ES0031102943943001EY0F;13/05/2025;8;0,17;0;;R
ES0031102943943001EY0F;13/05/2025;9;0;0,087;;R
ES0031102943943001EY0F;13/05/2025;10;0,106;0;;R
ES0031102943943001EY0F;13/05/2025;11;0;0,141;;R
ES0031102943943001EY0F;13/05/2025;12;0;1,049;;R
ES0031102943943001EY0F;13/05/2025;13;0;1,957;;R
ES0031102943943001EY0F;13/05/2025;14;0;1,646;;R
ES0031102943943001EY0F;13/05/2025;15;0;1,833;;R
ES0031102943943001EY0F;13/05/2025;16;0;2,309;;R
ES0031102943943001EY0F;13/05/2025;17;0;1,916;;R
ES0031102943943001EY0F;13/05/2025;18;0;1,408;;R
ES0031102943943001EY0F;13/05/2025;19;0;0,63;;R
ES0031102943943001EY0F;13/05/2025;20;0,145;0;;R
ES0031102943943001EY0F;13/05/2025;21;0,659;0;;R
ES0031102943943001EY0F;13/05/2025;22;1,221;0;;R
ES0031102943943001EY0F;13/05/2025;23;0,694;0;;R
ES0031102943943001EY0F;13/05/2025;24;0,403;0;;R
ES0031102943943001EY0F;14/05/2025;1;0,349;0;;R
ES0031102943943001EY0F;14/05/2025;2;0,354;0;;R
ES0031102943943001EY0F;14/05/2025;3;0,316;0;;R
ES0031102943943001EY0F;14/05/2025;4;0,306;0;;R
ES0031102943943001EY0F;14/05/2025;5;0,202;0;;R
ES0031102943943001EY0F;14/05/2025;6;0,225;0;;R
ES0031102943943001EY0F;14/05/2025;7;0,203;0;;R
ES0031102943943001EY0F;14/05/2025;8;0,248;0;;R
ES0031102943943001EY0F;14/05/2025;9;0;0,018;;R
ES0031102943943001EY0F;14/05/2025;10;0;0,614;;R
ES0031102943943001EY0F;14/05/2025;11;0;1,372;;R
ES0031102943943001EY0F;14/05/2025;12;0;1,245;;R
ES0031102943943001EY0F;14/05/2025;13;0;2,138;;R
ES0031102943943001EY0F;14/05/2025;14;0;1,749;;R
ES0031102943943001EY0F;14/05/2025;15;0;0,328;;R
ES0031102943943001EY0F;14/05/2025;16;0;0,763;;R
ES0031102943943001EY0F;14/05/2025;17;0;0,696;;R
ES0031102943943001EY0F;14/05/2025;18;0;0,284;;R
ES0031102943943001EY0F;14/05/2025;19;0;0,101;;R
ES0031102943943001EY0F;14/05/2025;20;0,186;0;;R
ES0031102943943001EY0F;14/05/2025;21;0,483;0;;R
ES0031102943943001EY0F;14/05/2025;22;0,516;0;;R
ES0031102943943001EY0F;14/05/2025;23;0,556;0;;R
ES0031102943943001EY0F;14/05/2025;24;0,44;0;;R
ES0031102943943001EY0F;15/05/2025;1;0,35;0;;R
ES0031102943943001EY0F;15/05/2025;2;0,693;0;;R
ES0031102943943001EY0F;15/05/2025;3;0,762;0;;R
ES0031102943943001EY0F;15/05/2025;4;0,233;0;;R
ES0031102943943001EY0F;15/05/2025;5;0,23;0;;R
ES0031102943943001EY0F;15/05/2025;6;0,235;0;;R
ES0031102943943001EY0F;15/05/2025;7;0,305;0;;R
ES0031102943943001EY0F;15/05/2025;8;0,403;0;;R
ES0031102943943001EY0F;15/05/2025;9;0,002;0;;R
ES0031102943943001EY0F;15/05/2025;10;0;0,118;;R
ES0031102943943001EY0F;15/05/2025;11;0;0,704;;R
ES0031102943943001EY0F;15/05/2025;12;0;1,783;;R
ES0031102943943001EY0F;15/05/2025;13;0;2,195;;R
ES0031102943943001EY0F;15/05/2025;14;0;2,418;;R
ES0031102943943001EY0F;15/05/2025;15;0;2,223;;R
ES0031102943943001EY0F;15/05/2025;16;0;2,289;;R
ES0031102943943001EY0F;15/05/2025;17;0;1,955;;R
ES0031102943943001EY0F;15/05/2025;18;0;1,287;;R
ES0031102943943001EY0F;15/05/2025;19;0;0,612;;R
ES0031102943943001EY0F;15/05/2025;20;0;0,004;;R
ES0031102943943001EY0F;15/05/2025;21;0,237;0;;R
ES0031102943943001EY0F;15/05/2025;22;0,414;0;;R
ES0031102943943001EY0F;15/05/2025;23;0,913;0;;R
ES0031102943943001EY0F;15/05/2025;24;0,463;0;;R
ES0031102943943001EY0F;16/05/2025;1;0,305;0;;R
ES0031102943943001EY0F;16/05/2025;2;0,231;0;;R
ES0031102943943001EY0F;16/05/2025;3;0,227;0;;R
ES0031102943943001EY0F;16/05/2025;4;0,226;0;;R
ES0031102943943001EY0F;16/05/2025;5;0,282;0;;R
ES0031102943943001EY0F;16/05/2025;6;0,25;0;;R
ES0031102943943001EY0F;16/05/2025;7;0,219;0;;R
ES0031102943943001EY0F;16/05/2025;8;0,238;0;;R
ES0031102943943001EY0F;16/05/2025;9;0,101;0;;R
ES0031102943943001EY0F;16/05/2025;10;0;0,538;;R
ES0031102943943001EY0F;16/05/2025;11;0;1,227;;R
ES0031102943943001EY0F;16/05/2025;12;0;1,648;;R
ES0031102943943001EY0F;16/05/2025;13;0;2,041;;R
ES0031102943943001EY0F;16/05/2025;14;0;2,305;;R
ES0031102943943001EY0F;16/05/2025;15;0;2,334;;R
ES0031102943943001EY0F;16/05/2025;16;0;2,232;;R
ES0031102943943001EY0F;16/05/2025;17;0;1,862;;R
ES0031102943943001EY0F;16/05/2025;18;0;1,239;;R
ES0031102943943001EY0F;16/05/2025;19;0;0,634;;R
ES0031102943943001EY0F;16/05/2025;20;0;0,104;;R
ES0031102943943001EY0F;16/05/2025;21;0,264;0;;R
ES0031102943943001EY0F;16/05/2025;22;0,767;0;;R
ES0031102943943001EY0F;16/05/2025;23;0,347;0;;R
ES0031102943943001EY0F;16/05/2025;24;0,322;0;;R
ES0031102943943001EY0F;17/05/2025;1;0,271;0;;R
ES0031102943943001EY0F;17/05/2025;2;0,532;0;;R
ES0031102943943001EY0F;17/05/2025;3;0,544;0;;R
ES0031102943943001EY0F;17/05/2025;4;0,737;0;;R
ES0031102943943001EY0F;17/05/2025;5;0,226;0;;R
ES0031102943943001EY0F;17/05/2025;6;0,228;0;;R
ES0031102943943001EY0F;17/05/2025;7;0,222;0;;R
ES0031102943943001EY0F;17/05/2025;8;0,191;0;;R
ES0031102943943001EY0F;17/05/2025;9;0,153;0;;R
ES0031102943943001EY0F;17/05/2025;10;0;0,091;;R
ES0031102943943001EY0F;17/05/2025;11;0;0,74;;R
ES0031102943943001EY0F;17/05/2025;12;0;1,703;;R
ES0031102943943001EY0F;17/05/2025;13;0;1,932;;R
ES0031102943943001EY0F;17/05/2025;14;0;1,859;;R
ES0031102943943001EY0F;17/05/2025;15;0;1,084;;R
ES0031102943943001EY0F;17/05/2025;16;0;2,06;;R
ES0031102943943001EY0F;17/05/2025;17;0;1,744;;R
ES0031102943943001EY0F;17/05/2025;18;0;1,04;;R
ES0031102943943001EY0F;17/05/2025;19;0;0,416;;R
ES0031102943943001EY0F;17/05/2025;20;0,131;0;;R
ES0031102943943001EY0F;17/05/2025;21;0,572;0;;R
ES0031102943943001EY0F;17/05/2025;22;0,668;0;;R
ES0031102943943001EY0F;17/05/2025;23;0,35;0;;R
ES0031102943943001EY0F;17/05/2025;24;0,296;0;;R
ES0031102943943001EY0F;18/05/2025;1;0,312;0;;R
ES0031102943943001EY0F;18/05/2025;2;0,254;0;;R
ES0031102943943001EY0F;18/05/2025;3;0,232;0;;R
ES0031102943943001EY0F;18/05/2025;4;0,224;0;;R
ES0031102943943001EY0F;18/05/2025;5;0,227;0;;R
ES0031102943943001EY0F;18/05/2025;6;0,228;0;;R
ES0031102943943001EY0F;18/05/2025;7;0,226;0;;R
ES0031102943943001EY0F;18/05/2025;8;0,2;0;;R
ES0031102943943001EY0F;18/05/2025;9;0;0,075;;R
ES0031102943943001EY0F;18/05/2025;10;0;0,376;;R
ES0031102943943001EY0F;18/05/2025;11;0;0,706;;R
ES0031102943943001EY0F;18/05/2025;12;0;1,333;;R
ES0031102943943001EY0F;18/05/2025;13;0;1,009;;R
ES0031102943943001EY0F;18/05/2025;14;0;1,297;;R
ES0031102943943001EY0F;18/05/2025;15;0;0,657;;R
ES0031102943943001EY0F;18/05/2025;16;0;1,842;;R
ES0031102943943001EY0F;18/05/2025;17;0;1,732;;R
ES0031102943943001EY0F;18/05/2025;18;0;1,206;;R
ES0031102943943001EY0F;18/05/2025;19;0;0,554;;R
ES0031102943943001EY0F;18/05/2025;20;0;0,093;;R
ES0031102943943001EY0F;18/05/2025;21;0,081;0;;R
ES0031102943943001EY0F;18/05/2025;22;0,552;0;;R
ES0031102943943001EY0F;18/05/2025;23;0,247;0;;R
ES0031102943943001EY0F;18/05/2025;24;0,257;0;;R
ES0031102943943001EY0F;19/05/2025;1;0,171;0;;R
ES0031102943943001EY0F;19/05/2025;2;0,175;0;;R
ES0031102943943001EY0F;19/05/2025;3;0,155;0;;R
ES0031102943943001EY0F;19/05/2025;4;0,151;0;;R
ES0031102943943001EY0F;19/05/2025;5;0,148;0;;R
ES0031102943943001EY0F;19/05/2025;6;0,149;0;;R
ES0031102943943001EY0F;19/05/2025;7;0,151;0;;R
ES0031102943943001EY0F;19/05/2025;8;0,119;0;;R
ES0031102943943001EY0F;19/05/2025;9;0,022;0;;R
ES0031102943943001EY0F;19/05/2025;10;0;0,569;;R
ES0031102943943001EY0F;19/05/2025;11;0;0,725;;R
ES0031102943943001EY0F;19/05/2025;12;0;1,315;;R
ES0031102943943001EY0F;19/05/2025;13;0;2,326;;R
ES0031102943943001EY0F;19/05/2025;14;0;2,187;;R
ES0031102943943001EY0F;19/05/2025;15;0;0,84;;R
ES0031102943943001EY0F;19/05/2025;16;0;2,137;;R
ES0031102943943001EY0F;19/05/2025;17;0;1,858;;R
ES0031102943943001EY0F;19/05/2025;18;0;1,358;;R
ES0031102943943001EY0F;19/05/2025;19;0;0,552;;R
ES0031102943943001EY0F;19/05/2025;20;0,224;0;;R
ES0031102943943001EY0F;19/05/2025;21;0,528;0;;R
ES0031102943943001EY0F;19/05/2025;22;0,364;0;;R
ES0031102943943001EY0F;19/05/2025;23;0,297;0;;R
ES0031102943943001EY0F;19/05/2025;24;0,303;0;;R
ES0031102943943001EY0F;20/05/2025;1;0,249;0;;R
ES0031102943943001EY0F;20/05/2025;2;0,206;0;;R
ES0031102943943001EY0F;20/05/2025;3;0,164;0;;R
ES0031102943943001EY0F;20/05/2025;4;0,183;0;;R
ES0031102943943001EY0F;20/05/2025;5;0,232;0;;R
ES0031102943943001EY0F;20/05/2025;6;0,195;0;;R
ES0031102943943001EY0F;20/05/2025;7;0,18;0;;R
ES0031102943943001EY0F;20/05/2025;8;0,148;0;;R
ES0031102943943001EY0F;20/05/2025;9;0;0,005;;R
ES0031102943943001EY0F;20/05/2025;10;0;0,695;;R
ES0031102943943001EY0F;20/05/2025;11;0;0,84;;R
ES0031102943943001EY0F;20/05/2025;12;0;1,388;;R
ES0031102943943001EY0F;20/05/2025;13;0;1,862;;R
ES0031102943943001EY0F;20/05/2025;14;0;2,166;;R
ES0031102943943001EY0F;20/05/2025;15;0;1,194;;R
ES0031102943943001EY0F;20/05/2025;16;0;2,239;;R
ES0031102943943001EY0F;20/05/2025;17;0;1,877;;R
ES0031102943943001EY0F;20/05/2025;18;0;1,282;;R
ES0031102943943001EY0F;20/05/2025;19;0;0,672;;R
ES0031102943943001EY0F;20/05/2025;20;0,107;0;;R
ES0031102943943001EY0F;20/05/2025;21;0,794;0;;R
ES0031102943943001EY0F;20/05/2025;22;0,982;0;;R
ES0031102943943001EY0F;20/05/2025;23;0,402;0;;R
ES0031102943943001EY0F;20/05/2025;24;0,272;0;;R
ES0031102943943001EY0F;21/05/2025;1;0,282;0;;R
ES0031102943943001EY0F;21/05/2025;2;0,649;0;;R
ES0031102943943001EY0F;21/05/2025;3;0,691;0;;R
ES0031102943943001EY0F;21/05/2025;4;0,173;0;;R
ES0031102943943001EY0F;21/05/2025;5;0,19;0;;R
ES0031102943943001EY0F;21/05/2025;6;0,173;0;;R
ES0031102943943001EY0F;21/05/2025;7;0,185;0;;R
ES0031102943943001EY0F;21/05/2025;8;0,139;0;;R
ES0031102943943001EY0F;21/05/2025;9;0;0,024;;R
ES0031102943943001EY0F;21/05/2025;10;0;0,554;;R
ES0031102943943001EY0F;21/05/2025;11;0;1,172;;R
ES0031102943943001EY0F;21/05/2025;12;0;1,82;;R
ES0031102943943001EY0F;21/05/2025;13;0;2,208;;R
ES0031102943943001EY0F;21/05/2025;14;0;2,424;;R
ES0031102943943001EY0F;21/05/2025;15;0;1,99;;R
ES0031102943943001EY0F;21/05/2025;16;0;1,805;;R
ES0031102943943001EY0F;21/05/2025;17;0;1,714;;R
ES0031102943943001EY0F;21/05/2025;18;0;1,302;;R
ES0031102943943001EY0F;21/05/2025;19;0;0,614;;R
ES0031102943943001EY0F;21/05/2025;20;0,064;0;;R
ES0031102943943001EY0F;21/05/2025;21;0,336;0;;R
ES0031102943943001EY0F;21/05/2025;22;0,258;0;;R
ES0031102943943001EY0F;21/05/2025;23;0,437;0;;R
